M_G,G-RP,BP-RP
9.591,1.006,2.026
9.597,1.047,2.145
9.605,1.049,2.162
9.621,1.297,2.959
9.622,1.138,2.385
9.626,1.138,2.385
9.627,1.126,2.414
9.631,1.05,2.17
9.636,1.146,2.508
9.637,1.035,2.123
9.641,1.131,2.428
9.642,1.05,2.134
9.648,1.11,2.33
9.649,1.152,2.515
9.657,1.04,2.137
9.661,1.046,2.15
9.666,1.071,2.228
9.667,1.035,2.116
9.672,1.08,2.257
9.694,1.152,2.537
9.696,1.055,2.182
9.717,1.053,2.17
9.718,1.078,2.259
9.719,1.051,2.169
9.724,1.183,2.645
9.734,1.11,2.358
9.736,1.363,2.55
9.751,0.993,1.993
9.752,1.114,2.369
9.759,1.034,2.108
9.761,1.09,2.28
9.773,1.114,2.371
9.798,1.166,2.57
9.806,0.966,1.922
9.811,1.088,2.294
9.817,1.101,2.327
9.83,1.241,2.852
9.834,1.121,2.403
9.853,0.999,2.011
9.861,1.097,2.32
9.884,1.019,2.061
9.895,1.169,2.569
9.902,1.866,2.829
9.906,1.191,2.669
9.911,1.111,2.318
9.926,1.478,2.184
9.927,1.127,2.408
9.935,1.105,2.337
9.945,1.095,2.32
9.955,1.019,2.008
9.957,1.059,2.184
9.961,1.357,3.301
9.963,1.393,2.087
9.976,1.153,2.472
9.979,1.114,2.387
9.984,1.063,2.211
9.985,1.085,2.29
10.055,0.944,1.858
10.057,1.205,2.746
10.078,1.113,2.383
10.079,1.118,2.468
10.084,1.09,2.295
10.086,1.092,2.294
10.119,1.179,2.618
10.143,1.086,2.263
10.15,1.06,2.204
10.15,1.086,2.263
10.15,1.227,2.822
10.154,0.986,1.982
10.162,1.417,3.206
10.163,1.091,2.272
10.17,1.091,2.272
10.195,1.442,2.715
10.198,1.09,2.293
10.201,1.176,2.288
10.228,1.016,2.046
10.232,1.092,2.291
10.245,0.506,0.839
10.304,1.206,2.75
10.305,1.513,2.979
10.306,1.148,2.511
10.322,1.125,2.418
10.326,0.85,1.532
10.348,1.056,2.212
10.354,1.087,2.285
10.36,1.003,2.024
10.381,1.117,2.39
10.383,1.01,2.079
10.391,1.227,2.822
10.392,1.21,2.761
10.395,1.138,2.467
10.415,1.029,2.107
10.416,1.557,2.201
10.427,1.127,2.408
10.43,0.596,1.033
10.432,1.072,2.242
10.434,1.013,2.051
10.48,1.102,2.344
10.483,1.173,2.606
10.496,1.209,2.778
10.505,1.664,4.988
10.52,1.111,2.384
10.532,0.984,1.976
10.534,0.542,0.912
10.543,1.261,2.017
10.551,1.594,1.663
10.575,1.131,2.439
10.582,0.93,1.733
10.644,1.479,2.846
10.669,1.261,2.784
10.669,1.03,2.141
10.681,1.299,2.566
10.701,0.985,1.985
10.703,1.25,2.94
10.713,1.004,2.024
10.741,0.966,1.927
10.776,0.997,2.027
10.785,1.147,2.502
10.786,1.181,2.635
10.787,1.28,1.983
10.917,1.344,2.644
10.978,1.239,2.534
10.984,1.034,2.135
