Type,Teff,log g,M/Mo,Mbol,BC,U,B,V,R,I,2MASS_J,2MASS_H,2MASS_Ks,MKO_Y,MKO_J,MKO_H,MKO_K,W1,W2,W3,W4,S3.6,S4.5,S5.8,S8.0,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,PS1_g,PS1_r,PS1_i,PS1_z,PS1_y,G2,G2_BP,G2_RP,G3,G3_BP,G3_RP,FUV,NUV,Age
DA,5250,7.5,0.33,14.02,-0.203,15.022,14.98,14.223,13.762,13.293,12.826,12.499,12.406,13.046,12.786,12.484,12.375,12.27,12.218,12.169,12.163,12.257,12.22,12.197,12.178,15.856,14.597,13.985,13.769,13.682,14.491,13.98,13.765,13.688,13.665,13.97,14.378,13.396,13.99,14.396,13.411,27.287,20.125,1.79E+09
DA,5500,7.5,0.333,13.808,-0.163,14.522,14.635,13.971,13.552,13.12,12.698,12.389,12.307,12.902,12.658,12.373,12.277,12.19,12.149,12.115,12.114,12.18,12.15,12.133,12.12,15.351,14.292,13.765,13.584,13.521,14.201,13.761,13.581,13.524,13.515,13.745,14.103,13.214,13.765,14.125,13.23,26.366,19.295,1.56E+09
DA,6000,7.5,0.338,13.414,-0.129,13.712,14.066,13.543,13.196,12.827,12.479,12.202,12.149,12.659,12.441,12.184,12.119,12.064,12.041,12.032,12.031,12.058,12.041,12.034,12.031,14.54,13.78,13.392,13.272,13.251,13.712,13.389,13.27,13.249,13.26,13.36,13.635,12.907,13.379,13.663,12.924,24.943,17.66,1.27E+09
DA,6500,7.5,0.341,13.057,-0.13,13.124,13.612,13.187,12.897,12.583,12.298,12.053,12.023,12.456,12.262,12.035,11.995,11.966,11.957,11.962,11.95,11.962,11.956,11.958,11.96,13.954,13.363,13.08,13.01,13.025,13.31,13.078,13.01,13.018,13.047,13.036,13.248,12.65,13.054,13.28,12.667,23.529,16.315,1.05E+09
DA,7000,7.5,0.343,12.727,-0.148,12.671,13.232,12.876,12.633,12.364,12.139,11.93,11.918,12.274,12.105,11.91,11.891,11.879,11.88,11.886,11.871,11.878,11.879,11.884,11.888,13.503,13.008,12.805,12.777,12.823,12.966,12.804,12.777,12.811,12.857,12.751,12.915,12.42,12.768,12.951,12.438,22.104,15.331,8.77E+08
DA,7500,7.5,0.345,12.421,-0.175,12.303,12.901,12.596,12.393,12.164,11.995,11.821,11.824,12.108,11.963,11.8,11.797,11.797,11.804,11.81,11.795,11.798,11.803,11.809,11.812,13.137,12.694,12.555,12.564,12.637,12.66,12.555,12.565,12.622,12.683,12.492,12.62,12.21,12.509,12.658,12.229,20.554,14.589,7.39E+08
DA,8000,7.5,0.348,12.134,-0.205,11.995,12.605,12.339,12.171,11.979,11.863,11.723,11.737,11.955,11.834,11.701,11.711,11.718,11.729,11.736,11.724,11.72,11.729,11.735,11.738,12.83,12.41,12.326,12.366,12.467,12.381,12.326,12.369,12.448,12.523,12.254,12.352,12.016,12.272,12.391,12.035,19.045,14.003,6.28E+08
DA,8500,7.5,0.35,11.864,-0.235,11.729,12.336,12.098,11.964,11.807,11.741,11.633,11.656,11.813,11.714,11.61,11.63,11.643,11.656,11.666,11.656,11.645,11.656,11.663,11.667,12.567,12.149,12.112,12.183,12.309,12.124,12.112,12.186,12.287,12.375,12.033,12.106,11.836,12.05,12.146,11.856,17.787,13.522,5.37E+08
DA,9000,7.5,0.352,11.609,-0.263,11.494,12.088,11.872,11.77,11.647,11.627,11.55,11.58,11.681,11.603,11.525,11.554,11.569,11.586,11.598,11.59,11.572,11.586,11.593,11.598,12.335,11.906,11.912,12.012,12.163,11.884,11.912,12.016,12.138,12.239,11.826,11.878,11.668,11.843,11.918,11.689,16.764,13.112,4.61E+08
DA,9500,7.5,0.354,11.367,-0.292,11.283,11.859,11.659,11.589,11.5,11.522,11.472,11.509,11.558,11.5,11.447,11.482,11.499,11.517,11.532,11.527,11.502,11.518,11.525,11.531,12.126,11.68,11.725,11.852,12.029,11.66,11.725,11.857,12.001,12.114,11.633,11.665,11.513,11.65,11.706,11.534,15.898,12.751,3.98E+08
DA,10000,7.5,0.356,11.137,-0.328,11.09,11.65,11.465,11.425,11.367,11.427,11.402,11.443,11.448,11.407,11.376,11.416,11.432,11.451,11.468,11.467,11.436,11.453,11.459,11.465,11.936,11.474,11.556,11.709,11.909,11.456,11.556,11.715,11.878,12.003,11.456,11.472,11.374,11.474,11.512,11.395,15.04,12.428,3.45E+08
DA,10500,7.5,0.359,10.918,-0.38,10.92,11.469,11.299,11.286,11.256,11.346,11.341,11.385,11.355,11.328,11.315,11.358,11.373,11.391,11.409,11.413,11.376,11.392,11.397,11.404,11.767,11.296,11.411,11.588,11.808,11.279,11.411,11.595,11.775,11.908,11.305,11.304,11.256,11.322,11.344,11.278,14.075,12.143,2.99E+08
DA,11000,7.5,0.361,10.71,-0.454,10.772,11.318,11.163,11.173,11.168,11.28,11.29,11.335,11.28,11.263,11.263,11.308,11.323,11.34,11.36,11.366,11.326,11.342,11.347,11.354,11.62,11.148,11.294,11.492,11.728,11.134,11.295,11.499,11.693,11.833,11.18,11.166,11.161,11.198,11.207,11.184,13.234,11.894,2.60E+08
DA,11500,7.5,0.363,10.51,-0.548,10.652,11.197,11.058,11.087,11.1,11.229,11.248,11.294,11.222,11.213,11.221,11.267,11.282,11.299,11.32,11.328,11.285,11.3,11.306,11.313,11.501,11.031,11.204,11.419,11.666,11.019,11.205,11.426,11.63,11.774,11.083,11.056,11.089,11.101,11.098,11.111,12.541,11.682,2.26E+08
DA,12000,7.5,0.365,10.32,-0.662,10.559,11.106,10.982,11.024,11.05,11.191,11.215,11.26,11.179,11.174,11.188,11.233,11.248,11.264,11.286,11.296,11.25,11.266,11.271,11.28,11.408,10.944,11.139,11.366,11.62,10.934,11.14,11.374,11.584,11.73,11.011,10.975,11.036,11.029,11.017,11.059,11.965,11.512,1.97E+08
DA,12500,7.5,0.367,10.137,-0.771,10.461,11.015,10.908,10.962,11,11.151,11.179,11.225,11.135,11.134,11.152,11.198,11.213,11.23,11.254,11.265,11.216,11.232,11.238,11.247,11.31,10.858,11.074,11.313,11.572,10.85,11.075,11.321,11.535,11.684,10.94,10.894,10.982,10.958,10.937,11.005,11.581,11.347,1.72E+08
DA,13000,7.5,0.368,9.962,-0.87,10.35,10.92,10.832,10.896,10.944,11.106,11.139,11.187,11.085,11.089,11.112,11.16,11.178,11.195,11.221,11.233,11.181,11.197,11.204,11.213,11.199,10.769,11.005,11.254,11.519,10.764,11.006,11.262,11.482,11.633,10.864,10.809,10.923,10.882,10.853,10.946,11.301,11.183,1.49E+08
DA,13500,7.5,0.37,9.793,-0.966,10.235,10.827,10.759,10.829,10.887,11.06,11.098,11.148,11.035,11.043,11.071,11.121,11.141,11.16,11.188,11.2,11.144,11.161,11.169,11.179,11.084,10.683,10.937,11.195,11.464,10.681,10.938,11.202,11.427,11.58,10.789,10.726,10.862,10.807,10.771,10.886,11.071,11.027,1.30E+08
DA,14000,7.5,0.372,9.629,-1.061,10.122,10.739,10.69,10.765,10.831,11.014,11.057,11.109,10.984,10.998,11.03,11.082,11.105,11.125,11.154,11.168,11.109,11.126,11.135,11.146,10.971,10.602,10.871,11.136,11.41,10.603,10.873,11.144,11.372,11.528,10.718,10.646,10.803,10.735,10.692,10.827,10.867,10.878,1.13E+08
DA,14500,7.5,0.374,9.472,-1.153,10.013,10.656,10.625,10.704,10.776,10.97,11.017,11.07,10.936,10.953,10.989,11.044,11.069,11.09,11.121,11.135,11.073,11.091,11.1,11.112,10.861,10.525,10.809,11.08,11.358,10.529,10.81,11.088,11.319,11.477,10.649,10.57,10.745,10.666,10.617,10.769,10.681,10.735,9.87E+07
DA,15000,7.5,0.376,9.319,-1.243,9.907,10.576,10.562,10.645,10.723,10.926,10.977,11.033,10.888,10.909,10.949,11.006,11.034,11.056,11.089,11.104,11.038,11.057,11.067,11.079,10.755,10.452,10.748,11.025,11.307,10.459,10.75,11.034,11.267,11.427,10.583,10.497,10.69,10.6,10.545,10.714,10.507,10.598,8.63E+07
DA,15500,7.5,0.378,9.171,-1.33,9.805,10.501,10.501,10.587,10.671,10.883,10.937,10.995,10.842,10.866,10.91,10.969,11,11.023,11.057,11.073,11.004,11.023,11.034,11.046,10.653,10.381,10.689,10.972,11.257,10.391,10.691,10.981,11.217,11.379,10.52,10.427,10.636,10.537,10.476,10.66,10.342,10.466,7.56E+07
DA,16000,7.5,0.379,9.028,-1.414,9.706,10.428,10.442,10.532,10.621,10.842,10.899,10.959,10.797,10.825,10.871,10.933,10.965,10.989,11.025,11.042,10.97,10.99,11.001,11.014,10.554,10.314,10.633,10.92,11.208,10.326,10.635,10.929,11.168,11.332,10.459,10.359,10.583,10.475,10.41,10.608,10.186,10.339,6.65E+07
DA,16500,7.5,0.381,8.889,-1.496,9.611,10.358,10.386,10.478,10.571,10.801,10.861,10.923,10.753,10.784,10.833,10.897,10.932,10.957,10.994,11.012,10.937,10.957,10.969,10.983,10.459,10.249,10.578,10.87,11.16,10.264,10.58,10.878,11.12,11.286,10.399,10.293,10.532,10.415,10.345,10.557,10.036,10.217,5.87E+07
DA,17000,7.5,0.383,8.754,-1.576,9.52,10.291,10.33,10.425,10.523,10.76,10.823,10.887,10.71,10.743,10.795,10.862,10.899,10.925,10.964,10.983,10.904,10.925,10.937,10.952,10.367,10.187,10.524,10.82,11.114,10.203,10.526,10.829,11.073,11.241,10.342,10.23,10.482,10.358,10.283,10.507,9.894,10.099,5.20E+07
DA,20000,7.5,0.394,8.017,-2.008,9.032,9.928,10.025,10.135,10.256,10.535,10.612,10.687,10.47,10.518,10.583,10.662,10.711,10.743,10.794,10.823,10.717,10.742,10.759,10.778,9.877,9.846,10.229,10.547,10.855,9.872,10.232,10.556,10.811,10.99,10.025,9.882,10.206,10.04,9.942,10.231,9.143,9.476,2.70E+07
DA,25000,7.5,0.412,7.001,-2.586,8.374,9.418,9.588,9.716,9.867,10.2,10.297,10.387,10.117,10.183,10.267,10.364,10.432,10.475,10.549,10.588,10.44,10.474,10.498,10.526,9.219,9.364,9.804,10.149,10.477,9.403,9.808,10.159,10.43,10.623,9.572,9.389,9.806,9.584,9.458,9.832,8.165,8.651,1.13E+07
DA,30000,7.5,0.428,6.166,-3.007,7.792,8.946,9.174,9.316,9.489,9.865,9.978,10.082,9.767,9.848,9.949,10.06,10.143,10.192,10.267,10.294,10.153,10.19,10.218,10.246,8.635,8.916,9.399,9.765,10.107,8.964,9.404,9.776,10.058,10.262,9.143,8.928,9.419,9.154,9.005,9.446,7.413,7.962,5.63E+06
DA,35000,7.5,0.444,5.458,-3.376,7.344,8.567,8.834,8.981,9.164,9.561,9.679,9.783,9.455,9.542,9.65,9.76,9.842,9.88,9.915,9.892,9.851,9.878,9.898,9.912,8.187,8.552,9.062,9.438,9.785,8.608,9.066,9.448,9.735,9.943,8.79,8.555,9.089,8.8,8.637,9.116,6.907,7.471,2.91E+06
DA,40000,7.5,0.46,4.841,-3.767,7.066,8.321,8.608,8.758,8.946,9.351,9.472,9.574,9.243,9.333,9.442,9.552,9.63,9.665,9.688,9.65,9.639,9.662,9.68,9.689,7.908,8.314,8.837,9.219,9.569,8.373,8.842,9.229,9.518,9.728,8.557,8.312,8.868,8.566,8.397,8.895,6.581,7.165,1.61E+06
DA,45000,7.5,0.475,4.294,-4.143,6.863,8.138,8.438,8.589,8.781,9.191,9.312,9.414,9.081,9.172,9.282,9.391,9.468,9.5,9.514,9.467,9.476,9.497,9.513,9.52,7.706,8.136,8.668,9.053,9.404,8.197,8.673,9.063,9.353,9.564,8.382,8.131,8.701,8.391,8.217,8.728,6.339,6.941,9.10E+05
DA,50000,7.5,0.488,3.806,-4.493,6.702,7.99,8.299,8.452,8.645,9.059,9.18,9.282,8.948,9.039,9.151,9.259,9.334,9.364,9.373,9.32,9.342,9.361,9.377,9.381,7.544,7.991,8.53,8.917,9.27,8.054,8.535,8.928,9.218,9.43,8.24,7.985,8.565,8.249,8.072,8.592,6.146,6.764,6.13E+05
DA,55000,7.5,0.503,3.36,-4.815,6.56,7.858,8.175,8.328,8.524,8.94,9.061,9.162,8.827,8.92,9.032,9.14,9.214,9.242,9.246,9.19,9.221,9.239,9.254,9.256,7.403,7.862,8.406,8.795,9.148,7.926,8.411,8.806,9.097,9.309,8.113,7.854,8.442,8.122,7.942,8.47,5.977,6.609,5.04E+05
DA,60000,7.5,0.517,2.952,-5.112,6.435,7.741,8.064,8.218,8.415,8.833,8.955,9.056,8.72,8.813,8.926,9.033,9.106,9.134,9.134,9.076,9.113,9.131,9.144,9.145,7.278,7.748,8.296,8.686,9.04,7.813,8.301,8.697,8.988,9.202,8,7.738,8.333,8.009,7.827,8.36,5.829,6.473,3.88E+05
DA,65000,7.5,0.529,2.58,-5.386,6.326,7.639,7.966,8.121,8.32,8.739,8.861,8.962,8.626,8.719,8.832,8.939,9.012,9.038,9.036,8.978,9.019,9.035,9.048,9.048,7.169,7.647,8.199,8.59,8.945,7.713,8.204,8.601,8.893,9.107,7.901,7.637,8.237,7.909,7.726,8.264,5.7,6.354,2.71E+05
DA,70000,7.5,0.543,2.229,-5.641,6.22,7.538,7.87,8.026,8.225,8.646,8.768,8.868,8.532,8.625,8.739,8.846,8.918,8.944,8.94,8.882,8.925,8.941,8.953,8.952,7.063,7.548,8.103,8.495,8.85,7.615,8.108,8.506,8.799,9.012,7.803,7.537,8.142,7.811,7.627,8.169,5.576,6.24,2.63E+05
DA,75000,7.5,0.559,1.898,-5.878,6.118,7.441,7.776,7.932,8.133,8.554,8.677,8.778,8.44,8.534,8.648,8.755,8.827,8.852,8.847,8.79,8.833,8.849,8.86,8.859,6.961,7.452,8.009,8.403,8.758,7.519,8.014,8.414,8.706,8.921,7.708,7.44,8.049,7.716,7.531,8.077,5.458,6.13,2.80E+05
DA,80000,7.5,0.573,1.592,-6.1,6.026,7.354,7.692,7.849,8.05,8.473,8.596,8.696,8.359,8.453,8.567,8.674,8.745,8.77,8.764,8.709,8.752,8.767,8.778,8.777,6.87,7.366,7.925,8.32,8.676,7.434,7.931,8.331,8.624,8.839,7.623,7.354,7.966,7.631,7.444,7.994,5.352,6.032,2.09E+05
DA,85000,7.5,0.586,1.303,-6.309,5.94,7.271,7.612,7.769,7.971,8.395,8.519,8.619,8.28,8.375,8.489,8.596,8.667,8.691,8.686,8.633,8.674,8.689,8.7,8.698,6.783,7.284,7.846,8.241,8.598,7.352,7.851,8.252,8.546,8.76,7.542,7.271,7.887,7.55,7.362,7.915,5.252,5.939,1.47E+05
DA,90000,7.5,0.602,1.026,-6.505,5.853,7.187,7.531,7.689,7.892,8.316,8.44,8.54,8.201,8.296,8.411,8.518,8.589,8.612,8.607,8.556,8.595,8.61,8.62,8.619,6.696,7.201,7.765,8.161,8.518,7.27,7.77,8.172,8.466,8.681,7.46,7.188,7.807,7.468,7.279,7.834,5.153,5.847,1.08E+05
DA,0,7.5,0.63,0.519,-6.865,5.696,7.036,7.384,7.543,7.747,8.173,8.298,8.398,8.058,8.153,8.268,8.376,8.446,8.47,8.465,8.419,8.453,8.467,8.478,8.477,6.539,7.052,7.619,8.016,8.374,7.121,7.624,8.027,8.322,8.537,7.312,7.037,7.662,7.32,7.129,7.689,4.975,5.68,0.00E+00
DA,10000,7.5,0.658,0.058,-7.19,5.552,6.896,7.248,7.408,7.613,8.041,8.166,8.267,7.925,8.021,8.137,8.244,8.315,8.338,8.336,8.294,8.321,8.336,8.346,8.346,6.395,6.913,7.483,7.882,8.24,6.983,7.489,7.893,8.188,8.404,7.175,6.898,7.528,7.182,6.991,7.555,4.812,5.527,0.00E+00
DA,20000,7.5,0.685,-0.364,-7.485,5.418,6.766,7.121,7.282,7.489,7.918,8.044,8.144,7.801,7.898,8.014,8.122,8.193,8.217,8.216,8.179,8.199,8.214,8.225,8.225,6.261,6.785,7.357,7.757,8.116,6.855,7.363,7.768,8.064,8.28,7.047,6.769,7.403,7.055,6.862,7.43,4.662,5.386,0.00E+00
DA,30000,7.5,0.712,-0.753,-7.756,5.294,6.645,7.003,7.165,7.372,7.803,7.929,8.03,7.686,7.782,7.9,8.008,8.079,8.103,8.106,8.074,8.086,8.101,8.112,8.113,6.137,6.664,7.24,7.64,8,6.736,7.245,7.651,7.948,8.164,6.928,6.649,7.286,6.936,6.742,7.313,4.524,5.255,0.00E+00
DA,40000,7.5,0.735,-1.11,-8.006,5.181,6.535,6.895,7.058,7.266,7.698,7.825,7.927,7.58,7.678,7.796,7.904,7.976,8.001,8.007,7.979,7.983,7.998,8.01,8.013,6.024,6.555,7.133,7.534,7.895,6.627,7.138,7.545,7.842,8.059,6.82,6.539,7.179,6.827,6.632,7.207,4.398,5.136,0.00E+00
DA,50000,7.5,0.755,-1.439,-8.237,5.08,6.437,6.799,6.962,7.172,7.605,7.732,7.835,7.487,7.585,7.703,7.812,7.885,7.91,7.919,7.896,7.891,7.907,7.92,7.924,5.923,6.457,7.037,7.439,7.8,6.529,7.043,7.45,7.748,7.965,6.723,6.441,7.085,6.73,6.535,7.112,4.285,5.029,0.00E+00
DA,1500,8,0.575,20.108,1.125,23.642,21.363,18.983,18.896,21.231,21.249,20.976,22.726,21.32,21.178,20.835,22.699,17.768,17.037,16.182,15.266,17.445,17.031,17.071,16.745,24.664,20.175,18.745,21.353,21.022,19.812,18.823,21.427,21.1,20.862,19.498,19.42,19.917,19.539,19.426,19.984,58.783,34.56,1.55E+10
DA,1750,8,0.575,19.438,0.938,22.947,20.829,18.5,18.207,19.793,20.096,20.091,21.537,20.134,20.019,19.96,21.505,17.295,16.636,15.865,15.051,17.004,16.633,16.635,16.345,23.951,19.704,18.091,19.997,19.798,19.348,18.157,20.053,19.819,19.783,18.834,18.856,18.876,18.868,18.861,18.93,56.659,33.396,1.47E+10
DA,2000,8,0.575,18.858,0.712,22.323,20.367,18.146,17.675,18.611,19.056,19.266,20.438,19.102,18.978,19.147,20.4,16.849,16.263,15.548,14.83,16.59,16.263,16.233,15.961,23.291,19.31,17.618,18.88,18.773,18.972,17.665,18.919,18.757,18.865,18.28,18.439,18.029,18.307,18.444,18.071,54.812,32.419,1.41E+10
DA,2250,8,0.575,18.346,0.512,21.766,19.963,17.834,17.237,17.677,18.22,18.617,19.587,18.239,18.146,18.507,19.545,16.491,15.965,15.291,14.642,16.259,15.967,15.915,15.656,22.712,18.953,17.256,17.993,17.943,18.631,17.281,18.02,17.907,18.095,17.794,18.1,17.341,17.816,18.105,17.373,53.171,31.517,1.34E+10
DA,2500,8,0.575,17.889,0.297,21.312,19.632,17.592,16.891,16.95,17.412,17.841,18.552,17.493,17.345,17.752,18.511,16.041,15.589,14.965,14.393,15.844,15.593,15.518,15.28,22.235,18.669,16.99,17.314,17.286,18.362,16.999,17.331,17.239,17.47,17.393,17.842,16.796,17.41,17.847,16.82,51.812,30.791,1.28E+10
DA,2750,8,0.575,17.475,0.105,20.875,19.315,17.37,16.597,16.342,16.747,17.228,17.772,16.822,16.687,17.15,17.733,15.683,15.287,14.703,14.183,15.513,15.294,15.205,14.984,21.778,18.397,16.772,16.765,16.716,18.105,16.77,16.773,16.667,16.899,17.033,17.615,16.331,17.047,17.621,16.348,50.407,30.061,1.22E+10
DA,3000,8,0.575,17.096,-0.062,20.451,19.007,17.159,16.344,15.864,16.15,16.657,17.079,16.209,16.097,16.588,17.044,15.348,15.005,14.451,13.975,15.205,15.013,14.915,14.708,21.339,18.134,16.58,16.342,16.244,17.857,16.572,16.342,16.204,16.392,16.719,17.404,15.947,16.733,17.409,15.96,48.981,29.327,1.17E+10
DA,3250,8,0.575,16.749,-0.198,20.014,18.693,16.946,16.121,15.505,15.597,16.091,16.418,15.644,15.551,16.03,16.385,15.014,14.722,14.191,13.758,14.895,14.731,14.624,14.427,20.892,17.867,16.396,16.023,15.868,17.606,16.384,16.018,15.846,15.952,16.448,17.192,15.638,16.463,17.198,15.648,47.462,28.546,1.11E+10
DA,3500,8,0.576,16.426,-0.299,19.551,18.362,16.726,15.919,15.243,15.092,15.528,15.784,15.156,15.051,15.475,15.754,14.675,14.431,13.92,13.535,14.578,14.44,14.328,14.137,20.425,17.587,16.209,15.78,15.584,17.343,16.198,15.773,15.582,15.6,16.214,16.972,15.393,16.231,16.979,15.403,45.786,27.718,1.06E+10
DA,3750,8,0.576,16.126,-0.365,19.071,18.015,16.491,15.721,15.037,14.66,14.978,15.157,14.784,14.621,14.934,15.128,14.323,14.115,13.638,13.321,14.246,14.125,14.01,13.829,19.942,17.291,16.012,15.579,15.366,17.064,16.001,15.57,15.378,15.337,15.998,16.736,15.189,16.018,16.744,15.199,43.967,26.836,1.00E+10
DA,4000,8,0.576,15.845,-0.4,18.557,17.646,16.246,15.522,14.855,14.32,14.464,14.566,14.517,14.279,14.428,14.538,13.964,13.783,13.367,13.15,13.904,13.792,13.681,13.52,19.424,16.978,15.806,15.393,15.182,16.77,15.796,15.384,15.201,15.133,15.788,16.485,15.002,15.809,16.494,15.014,41.802,25.888,9.41E+09
DA,4250,8,0.577,15.581,-0.403,18.003,17.253,15.984,15.312,14.677,14.074,14.019,14.042,14.319,14.031,13.99,14.012,13.621,13.459,13.151,13.045,13.575,13.468,13.368,13.245,18.864,16.644,15.585,15.205,15.011,16.457,15.576,15.197,15.03,14.958,15.57,16.215,14.817,15.59,16.225,14.829,38.473,24.871,8.77E+09
DA,4500,8,0.577,15.331,-0.369,17.41,16.834,15.7,15.084,14.488,13.889,13.675,13.655,14.148,13.847,13.652,13.626,13.349,13.212,13.017,12.972,13.313,13.22,13.142,13.064,18.265,16.286,15.344,15.004,14.834,16.12,15.336,14.997,14.851,14.788,15.332,15.918,14.62,15.353,15.93,14.632,34.462,23.739,8.02E+09
DA,4750,8,0.578,15.095,-0.313,16.812,16.411,15.408,14.846,14.293,13.734,13.436,13.372,13.983,13.692,13.417,13.342,13.147,13.044,12.928,12.906,13.121,13.049,12.998,12.953,17.66,15.92,15.092,14.795,14.654,15.775,15.085,14.79,14.667,14.617,15.083,15.608,14.415,15.104,15.622,14.428,30.704,22.712,7.11E+09
DA,5000,8,0.58,14.869,-0.249,16.247,16.004,15.118,14.608,14.099,13.589,13.268,13.179,13.823,13.548,13.252,13.148,13.007,12.934,12.861,12.849,12.989,12.938,12.904,12.876,17.088,15.564,14.842,14.587,14.474,15.438,14.836,14.582,14.484,14.449,14.833,15.3,14.211,14.853,15.316,14.225,29.033,21.724,5.96E+09
DA,5250,8,0.582,14.653,-0.193,15.719,15.625,14.846,14.383,13.914,13.454,13.139,13.05,13.671,13.414,13.123,13.019,12.909,12.854,12.802,12.795,12.896,12.856,12.832,12.812,16.555,15.231,14.605,14.39,14.304,15.121,14.6,14.386,14.31,14.289,14.594,15.007,14.017,14.614,15.025,14.032,27.914,20.865,4.27E+09
DA,5500,8,0.585,14.447,-0.15,15.232,15.283,14.596,14.176,13.745,13.33,13.031,12.95,13.531,13.29,13.014,12.92,12.831,12.787,12.75,12.749,12.82,12.789,12.77,12.756,16.063,14.928,14.389,14.208,14.148,14.834,14.385,14.205,14.15,14.142,14.373,14.737,13.839,14.393,14.757,13.855,26.98,20.086,3.14E+09
DA,6000,8,0.588,14.063,-0.111,14.399,14.71,14.174,13.826,13.458,13.118,12.852,12.796,13.293,13.081,12.834,12.767,12.708,12.682,12.67,12.671,12.701,12.683,12.674,12.669,15.227,14.418,14.022,13.901,13.883,14.348,14.019,13.9,13.88,13.893,13.993,14.272,13.538,14.012,14.299,13.554,25.543,18.566,2.33E+09
DA,6500,8,0.59,13.711,-0.115,13.782,14.257,13.826,13.536,13.221,12.943,12.706,12.675,13.097,12.907,12.687,12.647,12.613,12.602,12.606,12.599,12.61,12.602,12.602,12.604,14.61,14.006,13.719,13.648,13.664,13.952,13.717,13.648,13.657,13.687,13.676,13.89,13.289,13.694,13.922,13.306,24.176,17.184,1.90E+09
DA,7000,8,0.592,13.386,-0.138,13.314,13.882,13.524,13.282,13.012,12.791,12.586,12.573,12.924,12.757,12.565,12.546,12.532,12.532,12.54,12.526,12.531,12.531,12.536,12.54,14.144,13.658,13.454,13.425,13.471,13.616,13.453,13.425,13.46,13.506,13.4,13.564,13.069,13.417,13.6,13.087,22.86,16.119,1.57E+09
DA,7500,8,0.593,13.084,-0.171,12.94,13.559,13.254,13.051,12.82,12.654,12.481,12.483,12.766,12.622,12.46,12.456,12.456,12.462,12.47,12.456,12.456,12.462,12.468,12.472,13.771,13.354,13.215,13.22,13.294,13.32,13.214,13.222,13.279,13.339,13.15,13.277,12.868,13.167,13.315,12.886,21.481,15.322,1.31E+09
DA,8000,8,0.595,12.801,-0.207,12.628,13.274,13.007,12.838,12.643,12.529,12.387,12.4,12.619,12.499,12.365,12.374,12.382,12.393,12.401,12.389,12.384,12.392,12.399,12.403,13.461,13.081,12.994,13.031,13.13,13.052,12.994,13.033,13.111,13.186,12.922,13.018,12.682,12.939,13.059,12.701,20.045,14.704,1.11E+09
DA,8500,8,0.596,12.535,-0.243,12.36,13.017,12.777,12.64,12.477,12.412,12.3,12.323,12.483,12.385,12.277,12.297,12.31,12.325,12.336,12.326,12.313,12.325,12.332,12.337,13.195,12.831,12.79,12.855,12.978,12.807,12.789,12.858,12.956,13.044,12.71,12.782,12.508,12.727,12.823,12.528,18.755,14.204,9.55E+08
DA,9000,8,0.597,12.284,-0.277,12.124,12.781,12.562,12.454,12.323,12.304,12.219,12.25,12.357,12.279,12.195,12.224,12.241,12.258,12.273,12.266,12.244,12.259,12.267,12.273,12.961,12.601,12.598,12.69,12.836,12.579,12.598,12.694,12.811,12.912,12.512,12.563,12.347,12.529,12.605,12.367,17.687,13.785,8.27E+08
DA,9500,8,0.599,12.047,-0.312,11.912,12.563,12.359,12.28,12.18,12.203,12.144,12.182,12.24,12.181,12.119,12.155,12.174,12.194,12.213,12.208,12.177,12.195,12.203,12.211,12.75,12.386,12.419,12.536,12.706,12.366,12.419,12.54,12.678,12.791,12.327,12.36,12.197,12.344,12.402,12.218,16.796,13.42,7.21E+08
DA,10000,8,0.6,11.822,-0.349,11.719,12.363,12.17,12.12,12.049,12.111,12.074,12.117,12.133,12.091,12.048,12.09,12.11,12.132,12.154,12.153,12.113,12.133,12.141,12.15,12.559,12.189,12.254,12.395,12.587,12.169,12.254,12.4,12.556,12.681,12.156,12.172,12.06,12.173,12.215,12.081,15.998,13.096,6.33E+08
DA,10500,8,0.602,11.607,-0.394,11.544,12.183,12.002,11.978,11.934,12.029,12.012,12.059,12.04,12.011,11.985,12.032,12.051,12.073,12.097,12.101,12.054,12.075,12.082,12.092,12.385,12.011,12.107,12.27,12.483,11.993,12.107,12.276,12.45,12.585,12.003,12.004,11.939,12.02,12.047,11.961,15.144,12.806,5.59E+08
DA,11000,8,0.603,11.403,-0.457,11.39,12.03,11.86,11.859,11.839,11.96,11.958,12.009,11.961,11.944,11.932,11.982,12,12.022,12.047,12.054,12.003,12.024,12.03,12.04,12.232,11.861,11.984,12.167,12.397,11.844,11.984,12.174,12.362,12.505,11.873,11.86,11.838,11.891,11.905,11.86,14.271,12.552,4.95E+08
DA,11500,8,0.604,11.207,-0.536,11.255,11.9,11.743,11.762,11.761,11.903,11.913,11.966,11.897,11.887,11.886,11.938,11.957,11.979,12.006,12.016,11.961,11.981,11.988,11.999,12.098,11.734,11.882,12.083,12.327,11.719,11.883,12.09,12.29,12.439,11.766,11.741,11.756,11.783,11.785,11.778,13.556,12.328,4.40E+08
DA,12000,8,0.606,11.02,-0.627,11.141,11.792,11.648,11.682,11.699,11.857,11.874,11.929,11.845,11.841,11.847,11.902,11.922,11.944,11.972,11.983,11.925,11.946,11.953,11.964,11.985,11.629,11.8,12.016,12.269,11.616,11.8,12.023,12.232,12.385,11.677,11.641,11.689,11.695,11.687,11.712,12.977,12.128,3.93E+08
