Teff,U,B,V,R,I,J,H,K,u,g,r,i,z,G,BP,RP,U-B,B-V,V-R,R-I,J-H,H-K,u-g,g-r,r-i,i-z,V-J,r-J,G-RP,BP-RP,Log g,Mass,Age
33000,9.485,10.675,10.871,10.997,11.131,11.476,11.589,11.678,10.324,10.639,11.083,11.426,11.751,10.882,10.742,11.111,-1.190,-0.196,-0.126,-0.134,-0.113,-0.089,-0.315,-0.444,-0.343,-0.325,-0.605,-0.393,-0.229,-0.369,8.5,0.925,2.84E+07
34000,9.423,10.621,10.824,10.952,11.090,11.440,11.554,11.644,10.262,10.587,11.038,11.383,11.711,10.834,10.691,11.069,-1.198,-0.203,-0.128,-0.138,-0.114,-0.090,-0.325,-0.451,-0.345,-0.328,-0.616,-0.402,-0.235,-0.378,8.5,0.926,2.34E+07
35000,9.360,10.566,10.777,10.907,11.049,11.403,11.518,11.610,10.199,10.535,10.992,11.341,11.670,10.786,10.640,11.026,-1.206,-0.211,-0.130,-0.142,-0.115,-0.092,-0.336,-0.457,-0.349,-0.329,-0.626,-0.411,-0.240,-0.386,8.5,0.926,1.93E+07
36000,9.299,10.514,10.732,10.864,11.008,11.367,11.484,11.577,10.139,10.486,10.948,11.299,11.631,10.739,10.590,10.985,-1.215,-0.218,-0.132,-0.144,-0.117,-0.093,-0.347,-0.462,-0.351,-0.332,-0.635,-0.419,-0.246,-0.395,8.5,0.927,1.62E+07
37000,9.240,10.462,10.686,10.820,10.968,11.331,11.449,11.544,10.079,10.436,10.904,11.258,11.592,10.692,10.541,10.943,-1.222,-0.224,-0.134,-0.148,-0.118,-0.095,-0.357,-0.468,-0.354,-0.334,-0.645,-0.427,-0.251,-0.402,8.5,0.928,1.37E+07
38000,9.181,10.410,10.641,10.777,10.928,11.295,11.415,11.511,10.021,10.387,10.860,11.217,11.552,10.646,10.492,10.902,-1.229,-0.231,-0.136,-0.151,-0.120,-0.096,-0.366,-0.473,-0.357,-0.335,-0.654,-0.435,-0.256,-0.410,8.5,0.929,1.17E+07
39000,9.122,10.359,10.596,10.734,10.887,11.259,11.380,11.477,9.962,10.338,10.816,11.175,11.513,10.600,10.444,10.861,-1.237,-0.237,-0.138,-0.153,-0.121,-0.097,-0.376,-0.478,-0.359,-0.338,-0.663,-0.443,-0.261,-0.417,8.5,0.930,1.03E+07
40000,9.063,10.307,10.551,10.690,10.847,11.222,11.345,11.444,9.904,10.289,10.772,11.134,11.473,10.554,10.395,10.820,-1.244,-0.244,-0.139,-0.157,-0.123,-0.099,-0.385,-0.483,-0.362,-0.339,-0.671,-0.450,-0.266,-0.425,8.5,0.931,9103000
3500,21.656,20.965,19.483,18.533,17.623,16.606,16.108,15.792,22.504,20.255,18.894,18.252,17.857,18.775,19.704,17.800,0.691,1.482,0.950,0.910,0.498,0.316,2.249,1.361,0.642,0.395,2.877,2.288,0.975,1.904,9,1.186,5.39E+09
3750,20.450,19.994,18.719,17.904,17.111,16.260,15.835,15.568,21.287,19.375,18.222,17.698,17.391,18.160,18.941,17.272,0.456,1.275,0.815,0.793,0.425,0.267,1.912,1.153,0.524,0.307,2.459,1.962,0.888,1.669,9,1.186,5.33E+09
4000,19.730,19.405,18.250,17.515,16.794,16.045,15.664,15.427,20.562,18.838,17.809,17.356,17.102,17.774,18.469,16.945,0.325,1.155,0.735,0.721,0.381,0.237,1.724,1.029,0.453,0.254,2.205,1.764,0.829,1.524,9,1.186,5.25E+09
4250,19.091,18.883,17.836,17.171,16.513,15.853,15.511,15.300,19.919,18.362,17.444,17.054,16.847,17.429,18.049,16.654,0.208,1.047,0.665,0.658,0.342,0.211,1.557,0.918,0.390,0.207,1.983,1.591,0.775,1.395,9,1.186,5.16E+09
4500,18.521,18.419,17.469,16.864,16.264,15.682,15.374,15.185,19.346,17.939,17.120,16.785,16.619,17.118,17.673,16.396,0.102,0.950,0.605,0.600,0.308,0.189,1.407,0.819,0.335,0.166,1.787,1.438,0.722,1.277,9,1.186,5.07E+09
4750,18.010,18.004,17.140,16.589,16.041,15.528,15.249,15.081,18.833,17.559,16.830,16.545,16.415,16.836,17.334,16.163,0.006,0.864,0.551,0.548,0.279,0.168,1.274,0.729,0.285,0.130,1.612,1.302,0.673,1.171,9,1.186,4.99E+09
5000,17.551,17.631,16.845,16.343,15.840,15.389,15.137,14.987,18.373,17.219,16.570,16.329,16.232,16.581,17.028,15.954,-0.080,0.786,0.502,0.503,0.252,0.150,1.154,0.649,0.241,0.097,1.456,1.181,0.627,1.074,9,1.186,4.89E+09
5250,17.135,17.294,16.578,16.119,15.659,15.262,15.034,14.900,17.955,16.911,16.335,16.134,16.066,16.348,16.750,15.765,-0.159,0.716,0.459,0.460,0.228,0.134,1.044,0.576,0.201,0.068,1.316,1.073,0.583,0.985,9,1.186,4.78E+09
5500,16.756,16.988,16.337,15.916,15.494,15.147,14.940,14.821,17.577,16.631,16.122,15.957,15.915,16.135,16.497,15.593,-0.232,0.651,0.421,0.422,0.207,0.119,0.946,0.509,0.165,0.042,1.190,0.975,0.542,0.904,9,1.186,4.64E+09
6000,16.097,16.456,15.917,15.563,15.208,14.946,14.776,14.682,16.917,16.144,15.751,15.649,15.653,15.760,16.053,15.293,-0.359,0.539,0.354,0.355,0.170,0.094,0.773,0.393,0.102,-0.004,0.971,0.805,0.467,0.760,9,1.186,4.29E+09
6500,15.548,16.012,15.566,15.267,14.967,14.776,14.637,14.563,16.368,15.737,15.441,15.391,15.431,15.442,15.679,15.041,-0.464,0.446,0.299,0.300,0.139,0.074,0.631,0.296,0.050,-0.040,0.790,0.665,0.401,0.638,9,1.186,3.91E+09
7000,15.087,15.636,15.266,15.011,14.757,14.625,14.511,14.455,15.908,15.391,15.175,15.167,15.238,15.166,15.358,14.822,-0.549,0.370,0.255,0.254,0.114,0.056,0.517,0.216,0.008,-0.071,0.641,0.550,0.344,0.536,9,1.186,3.54E+09
7500,14.694,15.312,15.005,14.786,14.571,14.488,14.396,14.355,15.516,15.091,14.941,14.969,15.066,14.922,15.077,14.628,-0.618,0.307,0.219,0.215,0.092,0.041,0.425,0.150,-0.028,-0.097,0.517,0.453,0.294,0.449,9,1.186,3.28E+09
8000,14.352,15.028,14.773,14.586,14.405,14.364,14.291,14.264,15.174,14.827,14.734,14.791,14.911,14.704,14.829,14.454,-0.676,0.255,0.187,0.181,0.073,0.027,0.347,0.093,-0.057,-0.120,0.409,0.370,0.250,0.375,9,1.187,3.06E+09
8500,14.044,14.763,14.549,14.388,14.237,14.241,14.189,14.175,14.868,14.578,14.529,14.614,14.755,14.492,14.591,14.279,-0.719,0.214,0.161,0.151,0.052,0.014,0.290,0.049,-0.085,-0.141,0.308,0.288,0.213,0.312,9,1.187,2.84E+09
9000,13.771,14.535,14.362,14.224,14.098,14.134,14.097,14.095,14.595,14.365,14.360,14.467,14.625,14.312,14.389,14.134,-0.764,0.173,0.138,0.126,0.037,0.002,0.230,0.005,-0.107,-0.158,0.228,0.226,0.178,0.255,9,1.187,2.64E+09
9500,13.522,14.328,14.195,14.081,13.979,14.045,14.021,14.028,14.347,14.173,14.211,14.341,14.515,14.153,14.208,14.010,-0.806,0.133,0.114,0.102,0.024,-0.007,0.174,-0.038,-0.130,-0.174,0.150,0.166,0.143,0.198,9,1.187,2.44E+09
10000,13.303,14.150,14.055,13.961,13.881,13.971,13.958,13.973,14.128,14.009,14.087,14.236,14.424,14.018,14.053,13.907,-0.847,0.095,0.094,0.080,0.013,-0.015,0.119,-0.078,-0.149,-0.188,0.084,0.116,0.111,0.146,9,1.187,2.26E+09
11000,12.923,13.831,13.790,13.727,13.681,13.817,13.825,13.855,13.750,13.710,13.847,14.026,14.236,13.761,13.766,13.699,-0.908,0.041,0.063,0.046,-0.008,-0.030,0.040,-0.137,-0.179,-0.210,-0.027,0.030,0.062,0.067,9,1.187,1.95E+09
12000,12.608,13.567,13.571,13.536,13.516,13.689,13.714,13.756,13.436,13.462,13.650,13.853,14.081,13.547,13.528,13.528,-0.959,-0.004,0.035,0.020,-0.025,-0.042,-0.026,-0.188,-0.203,-0.228,-0.118,-0.039,0.019,0.000,9,1.188,1.68E+09
13000,12.341,13.343,13.383,13.371,13.372,13.576,13.615,13.666,13.170,13.251,13.481,13.703,13.946,13.363,13.323,13.380,-1.002,-0.040,0.012,-0.001,-0.039,-0.051,-0.081,-0.230,-0.222,-0.243,-0.193,-0.095,-0.017,-0.057,9,1.188,1.46E+09
14000,12.111,13.148,13.215,13.223,13.243,13.473,13.523,13.580,12.941,13.065,13.330,13.568,13.824,13.199,13.143,13.246,-1.037,-0.067,-0.008,-0.020,-0.050,-0.057,-0.124,-0.265,-0.238,-0.256,-0.258,-0.143,-0.047,-0.103,9,1.188,1.27E+09
15000,11.911,12.974,13.061,13.086,13.121,13.373,13.433,13.495,12.742,12.899,13.190,13.442,13.708,13.049,12.981,13.122,-1.063,-0.087,-0.025,-0.035,-0.060,-0.062,-0.157,-0.291,-0.252,-0.266,-0.312,-0.183,-0.073,-0.141,9,1.188,1.10E+09
16000,11.734,12.817,12.916,12.956,13.003,13.274,13.342,13.410,12.566,12.746,13.057,13.322,13.596,12.909,12.830,13.002,-1.083,-0.099,-0.040,-0.047,-0.068,-0.068,-0.180,-0.311,-0.265,-0.274,-0.358,-0.217,-0.093,-0.172,9,1.189,9.52E+08
17000,11.576,12.673,12.778,12.831,12.888,13.173,13.250,13.323,12.408,12.605,12.930,13.203,13.485,12.776,12.690,12.885,-1.097,-0.105,-0.053,-0.057,-0.077,-0.073,-0.197,-0.325,-0.273,-0.282,-0.395,-0.243,-0.109,-0.195,9,1.189,8.22E+08
18000,11.433,12.540,12.648,12.712,12.775,13.070,13.155,13.234,12.265,12.473,12.810,13.089,13.375,12.651,12.560,12.772,-1.107,-0.108,-0.064,-0.063,-0.085,-0.079,-0.208,-0.337,-0.279,-0.286,-0.422,-0.260,-0.121,-0.212,9,1.189,7.06E+08
19000,11.303,12.420,12.529,12.602,12.670,12.970,13.061,13.145,12.136,12.353,12.700,12.984,13.273,12.537,12.441,12.667,-1.117,-0.109,-0.073,-0.068,-0.091,-0.084,-0.217,-0.347,-0.284,-0.289,-0.441,-0.270,-0.130,-0.226,9,1.189,6.01E+08
20000,11.185,12.311,12.424,12.506,12.578,12.880,12.974,13.060,12.019,12.247,12.603,12.890,13.182,12.435,12.335,12.575,-1.126,-0.113,-0.082,-0.072,-0.094,-0.086,-0.228,-0.356,-0.287,-0.292,-0.456,-0.277,-0.140,-0.240,9,1.190,5.11E+08
21000,11.080,12.215,12.334,12.423,12.499,12.803,12.900,12.986,11.913,12.153,12.519,12.811,13.105,12.347,12.243,12.495,-1.135,-0.119,-0.089,-0.076,-0.097,-0.086,-0.240,-0.366,-0.292,-0.294,-0.469,-0.284,-0.148,-0.252,9,1.190,4.36E+08
22000,10.985,12.130,12.257,12.351,12.433,12.740,12.838,12.924,11.819,12.071,12.446,12.743,13.040,12.270,12.162,12.428,-1.145,-0.127,-0.094,-0.082,-0.098,-0.086,-0.252,-0.375,-0.297,-0.297,-0.483,-0.294,-0.158,-0.266,9,1.190,3.73E+08
23000,10.902,12.056,12.191,12.290,12.377,12.688,12.789,12.875,11.737,12.000,12.384,12.686,12.987,12.205,12.092,12.371,-1.154,-0.135,-0.099,-0.087,-0.101,-0.086,-0.263,-0.384,-0.302,-0.301,-0.497,-0.304,-0.166,-0.279,9,1.190,3.20E+08
24000,10.833,11.994,12.137,12.240,12.333,12.648,12.750,12.837,11.668,11.941,12.334,12.640,12.944,12.151,12.034,12.325,-1.161,-0.143,-0.103,-0.093,-0.102,-0.087,-0.273,-0.393,-0.306,-0.304,-0.511,-0.314,-0.174,-0.291,9,1.191,2.81E+08
25000,10.781,11.948,12.096,12.203,12.300,12.619,12.722,12.810,11.616,11.896,12.295,12.606,12.912,12.110,11.991,12.291,-1.167,-0.148,-0.107,-0.097,-0.103,-0.088,-0.280,-0.399,-0.311,-0.306,-0.523,-0.324,-0.181,-0.300,9,1.191,2.51E+08
26000,10.745,11.916,12.068,12.178,12.277,12.599,12.704,12.792,11.581,11.866,12.270,12.582,12.890,12.082,11.961,12.268,-1.171,-0.152,-0.110,-0.099,-0.105,-0.088,-0.285,-0.404,-0.312,-0.308,-0.531,-0.329,-0.186,-0.307,9,1.191,2.26E+08
27000,10.716,11.890,12.046,12.157,12.259,12.583,12.688,12.777,11.551,11.841,12.248,12.563,12.872,12.060,11.937,12.249,-1.174,-0.156,-0.111,-0.102,-0.105,-0.089,-0.290,-0.407,-0.315,-0.309,-0.537,-0.335,-0.189,-0.312,9,1.191,2.04E+08
28000,10.683,11.861,12.020,12.134,12.238,12.565,12.671,12.760,11.519,11.813,12.225,12.542,12.853,12.034,11.909,12.228,-1.178,-0.159,-0.114,-0.104,-0.106,-0.089,-0.294,-0.412,-0.317,-0.311,-0.545,-0.340,-0.194,-0.319,9,1.192,1.84E+08
29000,10.645,11.827,11.991,12.107,12.215,12.544,12.652,12.741,11.481,11.781,12.197,12.517,12.830,12.005,11.878,12.203,-1.182,-0.164,-0.116,-0.108,-0.108,-0.089,-0.300,-0.416,-0.320,-0.313,-0.553,-0.347,-0.198,-0.325,9,1.192,1.67E+08
30000,10.601,11.788,11.957,12.076,12.188,12.521,12.630,12.720,11.438,11.744,12.166,12.489,12.804,11.971,11.842,12.175,-1.187,-0.169,-0.119,-0.112,-0.109,-0.090,-0.306,-0.422,-0.323,-0.315,-0.564,-0.355,-0.204,-0.333,9,1.192,1.51E+08
31000,10.551,11.744,11.918,12.041,12.157,12.495,12.605,12.695,11.388,11.702,12.130,12.457,12.775,11.933,11.800,12.143,-1.193,-0.174,-0.123,-0.116,-0.110,-0.090,-0.314,-0.428,-0.327,-0.318,-0.577,-0.365,-0.210,-0.343,9,1.194,1.82E+08
32000,10.498,11.697,11.878,12.004,12.125,12.467,12.578,12.670,11.336,11.657,12.093,12.424,12.744,11.893,11.757,12.110,-1.199,-0.181,-0.126,-0.121,-0.111,-0.092,-0.321,-0.436,-0.331,-0.320,-0.589,-0.374,-0.217,-0.353,9,1.195,1.64E+08
33000,10.442,11.648,11.836,11.965,12.090,12.437,12.550,12.641,11.280,11.610,12.052,12.387,12.710,11.849,11.710,12.074,-1.206,-0.188,-0.129,-0.125,-0.113,-0.091,-0.330,-0.442,-0.335,-0.323,-0.601,-0.385,-0.225,-0.364,9,1.195,1.48E+08
34000,10.384,11.596,11.791,11.923,12.053,12.404,12.518,12.611,11.222,11.561,12.010,12.349,12.674,11.804,11.662,12.035,-1.212,-0.195,-0.132,-0.130,-0.114,-0.093,-0.339,-0.449,-0.339,-0.325,-0.613,-0.394,-0.231,-0.373,9,1.196,1.34E+08
35000,10.324,11.544,11.747,11.881,12.014,12.369,12.485,12.579,11.163,11.512,11.967,12.309,12.636,11.759,11.614,11.995,-1.220,-0.203,-0.134,-0.133,-0.116,-0.094,-0.349,-0.455,-0.342,-0.327,-0.622,-0.402,-0.236,-0.381,9,1.196,1.20E+08
36000,10.266,11.493,11.703,11.838,11.975,12.335,12.452,12.547,11.105,11.463,11.924,12.268,12.598,11.713,11.565,11.955,-1.227,-0.210,-0.135,-0.137,-0.117,-0.095,-0.358,-0.461,-0.344,-0.330,-0.632,-0.411,-0.242,-0.390,9,1.197,1.08E+08
37000,10.207,11.441,11.658,11.795,11.935,12.299,12.418,12.514,11.046,11.414,11.880,12.228,12.560,11.667,11.517,11.914,-1.234,-0.217,-0.137,-0.140,-0.119,-0.096,-0.368,-0.466,-0.348,-0.332,-0.641,-0.419,-0.247,-0.397,9,1.197,9.68E+07
38000,10.150,11.391,11.615,11.753,11.897,12.265,12.385,12.483,10.990,11.366,11.838,12.188,12.522,11.623,11.469,11.875,-1.241,-0.224,-0.138,-0.144,-0.120,-0.098,-0.376,-0.472,-0.350,-0.334,-0.650,-0.427,-0.252,-0.406,9,1.198,8.66E+07
39000,10.094,11.342,11.571,11.712,11.858,12.231,12.352,12.451,10.933,11.319,11.796,12.149,12.485,11.578,11.423,11.835,-1.248,-0.229,-0.141,-0.146,-0.121,-0.099,-0.386,-0.477,-0.353,-0.336,-0.660,-0.435,-0.257,-0.412,9,1.198,7.76E+07
40000,10.038,11.292,11.528,11.670,11.820,12.196,12.319,12.419,10.878,11.272,11.754,12.109,12.447,11.534,11.376,11.796,-1.254,-0.236,-0.142,-0.150,-0.123,-0.100,-0.394,-0.482,-0.355,-0.338,-0.668,-0.442,-0.262,-0.420,9,1.199,6.96E+07
