Teff,U,B,V,R,I,J,H,K,u,g,r,i,z,G,BP,RP,U-B,B-V,V-R,R-I,J-H,H-K,u-g,g-r,r-i,i-z,V-J,r-J,G-RP,BP-RP,Log g,Mass,Age
2250.0,22.226,20.525,18.487,17.958,18.353,18.506,18.774,19.42,23.16,19.503,17.967,18.721,18.629,18.494,18.795,18.136,1.701,2.038,0.529,-0.395,-0.268,-0.646,3.657,1.536,-0.754,0.092,-0.019,-0.539,0.358,0.659,8.5,0.908,1.17199995E10
2500.0,21.831,20.239,18.263,17.62,17.69,17.886,18.217,18.716,22.753,19.254,17.698,18.083,18.024,18.118,18.549,17.587,1.592,1.976,0.643,-0.07,-0.331,-0.499,3.499,1.556,-0.385,0.059,0.377,-0.188,0.531,0.962,8.5,0.908,1.15599995E10
2750.0,21.445,19.959,18.056,17.327,17.126,17.323,17.685,18.06,22.357,19.013,17.475,17.552,17.498,17.779,18.33,17.119,1.486,1.903,0.729,0.201,-0.362,-0.375,3.344,1.538,-0.077,0.054,0.733,0.152,0.66,1.211,8.5,0.908,1.13900001E10
3000.0,21.056,19.677,17.854,17.07,16.65,16.804,17.191,17.483,21.957,18.771,17.28,17.119,17.04,17.472,18.124,16.72,1.379,1.823,0.784,0.42,-0.387,-0.292,3.186,1.491,0.161,0.079,1.05,0.476,0.752,1.404,8.5,0.908,1.12300001E10
3250.0,20.653,19.384,17.651,16.843,16.274,16.315,16.694,16.92,21.544,18.521,17.096,16.78,16.657,17.201,17.919,16.392,1.269,1.733,0.808,0.569,-0.379,-0.226,3.023,1.425,0.316,0.123,1.336,0.781,0.809,1.527,8.5,0.908,1.10599997E10
3500.0,20.226,19.074,17.438,16.637,15.988,15.857,16.195,16.37,21.108,18.258,16.914,16.52,16.352,16.964,17.707,16.129,1.152,1.636,0.801,0.649,-0.338,-0.175,2.85,1.344,0.394,0.168,1.581,1.057,0.835,1.578,8.5,0.908,1.088E10
3750.0,19.771,18.742,17.214,16.442,15.769,15.442,15.701,15.83,20.643,17.976,16.724,16.31,16.115,16.748,17.48,15.914,1.029,1.528,0.772,0.673,-0.259,-0.129,2.667,1.252,0.414,0.195,1.772,1.282,0.834,1.566,8.5,0.908,1.06800005E10
4000.0,19.284,18.388,16.974,16.245,15.581,15.094,15.235,15.312,20.147,17.675,16.522,16.121,15.92,16.539,17.237,15.723,0.896,1.414,0.729,0.664,-0.141,-0.077,2.472,1.153,0.401,0.201,1.88,1.428,0.816,1.514,8.5,0.909,1.04E10
4250.0,18.751,18.001,16.714,16.036,15.401,14.827,14.823,14.851,19.604,17.348,16.304,15.933,15.744,16.32,16.969,15.537,0.75,1.287,0.678,0.635,0.004,-0.028,2.256,1.044,0.371,0.189,1.887,1.477,0.783,1.432,8.5,0.909,1.00400005E10
4500.0,18.185,17.593,16.437,15.814,15.216,14.629,14.481,14.481,19.029,17.0,16.069,15.737,15.57,16.088,16.681,15.346,0.592,1.156,0.623,0.598,0.148,0.0,2.029,0.931,0.332,0.167,1.808,1.44,0.742,1.335,8.5,0.909,9.6760003E9
4750.0,17.616,17.184,16.155,15.586,15.029,14.47,14.22,14.18,18.452,16.65,15.828,15.537,15.397,15.849,16.385,15.152,0.432,1.029,0.569,0.557,0.25,0.04,1.802,0.822,0.291,0.14,1.685,1.358,0.697,1.233,8.5,0.909,9.2300001E9
5000.0,17.062,16.783,15.873,15.356,14.842,14.326,14.032,13.957,17.891,16.304,15.586,15.336,15.224,15.607,16.087,14.957,0.279,0.91,0.517,0.514,0.294,0.075,1.587,0.718,0.25,0.112,1.547,1.26,0.65,1.13,8.5,0.91,8.7079997E9
5250.0,16.542,16.41,15.607,15.137,14.663,14.194,13.895,13.81,17.365,15.979,15.356,15.144,15.059,15.375,15.803,14.771,0.132,0.803,0.47,0.474,0.299,0.085,1.386,0.623,0.212,0.085,1.413,1.162,0.604,1.032,8.5,0.91,8.0249999E9
5500.0,16.065,16.07,15.36,14.933,14.496,14.073,13.783,13.704,16.884,15.681,15.142,14.965,14.906,15.157,15.539,14.598,-0.005,0.71,0.427,0.437,0.29,0.079,1.203,0.539,0.177,0.059,1.287,1.069,0.559,0.941,8.5,0.911,7.072E9
6000.0,15.229,15.488,14.934,14.581,14.207,13.861,13.604,13.545,16.044,15.169,14.774,14.656,14.639,14.776,15.079,14.298,-0.259,0.554,0.353,0.374,0.257,0.059,0.875,0.395,0.118,0.017,1.073,0.913,0.478,0.781,8.5,0.913,5.2440003E9
6500.0,14.576,15.028,14.588,14.293,13.971,13.688,13.459,13.423,15.393,14.758,14.475,14.403,14.422,14.462,14.703,14.054,-0.452,0.44,0.295,0.322,0.229,0.036,0.635,0.283,0.072,-0.019,0.9,0.787,0.408,0.649,8.5,0.914,4.4280003E9
7000.0,14.085,14.654,14.293,14.046,13.769,13.54,13.339,13.322,14.905,14.416,14.218,14.187,14.235,14.192,14.387,13.844,-0.569,0.361,0.247,0.277,0.201,0.017,0.489,0.198,0.031,-0.048,0.753,0.678,0.348,0.543,8.5,0.915,3.79299994E9
7500.0,13.699,14.337,14.031,13.824,13.584,13.408,13.235,13.234,14.522,14.12,13.987,13.99,14.065,13.951,14.109,13.652,-0.638,0.306,0.207,0.24,0.173,0.001,0.402,0.133,-0.003,-0.075,0.623,0.579,0.299,0.457,8.5,0.916,3.26099994E9
8000.0,13.381,14.058,13.792,13.618,13.413,13.287,13.143,13.153,14.206,13.856,13.775,13.807,13.907,13.73,13.86,13.474,-0.677,0.266,0.174,0.205,0.144,-0.01,0.35,0.081,-0.032,-0.1,0.505,0.488,0.256,0.386,8.5,0.916,2.79100006E9
8500.0,13.109,13.809,13.57,13.426,13.252,13.175,13.058,13.077,13.936,13.615,13.577,13.636,13.758,13.525,13.632,13.308,-0.7,0.239,0.144,0.174,0.117,-0.019,0.321,0.038,-0.059,-0.122,0.395,0.402,0.217,0.324,8.5,0.917,2.37699994E9
9000.0,12.871,13.581,13.362,13.246,13.101,13.07,12.978,13.004,13.699,13.394,13.391,13.475,13.62,13.334,13.421,13.153,-0.71,0.219,0.116,0.145,0.092,-0.026,0.305,0.003,-0.084,-0.145,0.292,0.321,0.181,0.268,8.5,0.918,2.018E9
9500.0,12.655,13.371,13.165,13.076,12.959,12.971,12.902,12.934,13.486,13.188,13.217,13.323,13.49,13.154,13.223,13.007,-0.716,0.206,0.089,0.117,0.069,-0.032,0.298,-0.029,-0.106,-0.167,0.194,0.246,0.147,0.216,8.5,0.919,1.706E9
10000.0,12.458,13.177,12.981,12.918,12.828,12.879,12.83,12.867,13.29,12.996,13.054,13.182,13.37,12.986,13.04,12.871,-0.719,0.196,0.063,0.09,0.049,-0.037,0.294,-0.058,-0.128,-0.188,0.102,0.175,0.115,0.169,8.5,0.919,1.43500006E9
10500.0,12.284,13.007,12.819,12.779,12.713,12.798,12.767,12.808,13.117,12.828,12.911,13.059,13.266,12.838,12.878,12.753,-0.723,0.188,0.04,0.066,0.031,-0.041,0.289,-0.083,-0.148,-0.207,0.021,0.113,0.085,0.125,8.5,0.92,1.20499994E9
11000.0,12.119,12.847,12.669,12.651,12.609,12.723,12.707,12.752,12.953,12.671,12.78,12.946,13.171,12.701,12.728,12.645,-0.728,0.178,0.018,0.042,0.016,-0.045,0.282,-0.109,-0.166,-0.225,-0.054,0.057,0.056,0.083,8.5,0.921,1.037E9
11500.0,11.973,12.711,12.543,12.545,12.522,12.66,12.656,12.704,12.808,12.538,12.67,12.853,13.093,12.586,12.601,12.555,-0.738,0.168,-0.002,0.023,0.004,-0.048,0.27,-0.132,-0.183,-0.24,-0.117,0.01,0.031,0.046,8.5,0.922,9.044E8
12000.0,11.843,12.593,12.437,12.455,12.449,12.606,12.611,12.662,12.679,12.424,12.577,12.774,13.026,12.488,12.493,12.479,-0.75,0.156,-0.018,0.006,-0.005,-0.051,0.255,-0.153,-0.197,-0.252,-0.169,-0.029,0.009,0.014,8.5,0.922,8.0150003E8
12500.0,11.728,12.49,12.346,12.378,12.387,12.56,12.572,12.625,12.565,12.325,12.497,12.708,12.969,12.403,12.398,12.414,-0.762,0.144,-0.032,-0.009,-0.012,-0.053,0.24,-0.172,-0.211,-0.261,-0.214,-0.063,-0.011,-0.016,8.5,0.923,7.2369997E8
13000.0,11.633,12.404,12.271,12.315,12.337,12.522,12.54,12.595,12.47,12.242,12.432,12.654,12.923,12.332,12.32,12.362,-0.771,0.133,-0.044,-0.022,-0.018,-0.055,0.228,-0.19,-0.222,-0.269,-0.251,-0.09,-0.03,-0.042,8.5,0.924,6.5510003E8
13500.0,11.562,12.339,12.215,12.269,12.3,12.494,12.516,12.572,12.4,12.18,12.384,12.615,12.889,12.28,12.261,12.323,-0.777,0.124,-0.054,-0.031,-0.022,-0.056,0.22,-0.204,-0.231,-0.274,-0.279,-0.11,-0.043,-0.062,8.5,0.924,5.9270003E8
14000.0,11.496,12.279,12.165,12.227,12.267,12.467,12.493,12.55,12.334,12.123,12.34,12.58,12.858,12.233,12.207,12.288,-0.783,0.114,-0.062,-0.04,-0.026,-0.057,0.211,-0.217,-0.24,-0.278,-0.302,-0.127,-0.055,-0.081,8.5,0.925,5.365E8
14500.0,11.423,12.214,12.111,12.182,12.231,12.438,12.468,12.525,12.262,12.061,12.293,12.541,12.824,12.181,12.149,12.249,-0.791,0.103,-0.071,-0.049,-0.03,-0.057,0.201,-0.232,-0.248,-0.283,-0.327,-0.145,-0.068,-0.1,8.5,0.926,4.871E8
15000.0,11.343,12.144,12.054,12.133,12.191,12.406,12.44,12.499,12.182,11.996,12.242,12.499,12.786,12.125,12.087,12.207,-0.801,0.09,-0.079,-0.058,-0.034,-0.059,0.186,-0.246,-0.257,-0.287,-0.352,-0.164,-0.082,-0.12,8.5,0.926,4.439E8
15500.0,11.259,12.074,11.998,12.083,12.149,12.373,12.41,12.471,12.098,11.931,12.191,12.454,12.747,12.069,12.025,12.162,-0.815,0.076,-0.085,-0.066,-0.037,-0.061,0.167,-0.26,-0.263,-0.293,-0.375,-0.182,-0.093,-0.137,8.5,0.927,4.06E8
16000.0,11.174,12.005,11.945,12.034,12.106,12.339,12.38,12.442,12.014,11.867,12.14,12.41,12.706,12.014,11.964,12.118,-0.831,0.06,-0.089,-0.072,-0.041,-0.062,0.147,-0.273,-0.27,-0.296,-0.394,-0.199,-0.104,-0.154,8.5,0.927,3.723E8
16500.0,11.09,11.938,11.893,11.986,12.064,12.304,12.35,12.413,11.93,11.806,12.091,12.366,12.666,11.96,11.905,12.074,-0.848,0.045,-0.093,-0.078,-0.046,-0.063,0.124,-0.285,-0.275,-0.3,-0.411,-0.213,-0.114,-0.169,8.5,0.928,3.419E8
17000.0,11.007,11.873,11.843,11.939,12.022,12.27,12.319,12.384,11.847,11.747,12.043,12.323,12.626,11.908,11.847,12.03,-0.866,0.03,-0.096,-0.083,-0.049,-0.065,0.1,-0.296,-0.28,-0.303,-0.427,-0.227,-0.122,-0.183,8.5,0.929,3.145E8
20000.0,10.557,11.526,11.568,11.678,11.787,12.074,12.139,12.214,11.397,11.428,11.776,12.082,12.399,11.621,11.534,11.786,-0.969,-0.042,-0.11,-0.109,-0.065,-0.075,-0.031,-0.348,-0.306,-0.317,-0.506,-0.298,-0.165,-0.252,8.5,0.932,1.966E8
25000.0,9.943,11.042,11.171,11.3,11.441,11.778,11.865,11.955,10.785,10.979,11.392,11.727,12.062,11.209,11.088,11.428,-1.099,-0.129,-0.129,-0.141,-0.087,-0.09,-0.194,-0.413,-0.335,-0.335,-0.607,-0.386,-0.219,-0.34,8.5,0.938,9.664E7
30000.0,9.401,10.596,10.796,10.938,11.1,11.478,11.582,11.684,10.244,10.562,11.024,11.38,11.73,10.818,10.672,11.079,-1.195,-0.2,-0.142,-0.162,-0.104,-0.102,-0.318,-0.462,-0.356,-0.35,-0.682,-0.454,-0.261,-0.407,8.5,0.944,4.695E7
35000.0,9.0,10.248,10.499,10.643,10.817,11.212,11.324,11.427,9.844,10.233,10.727,11.095,11.449,10.505,10.343,10.789,-1.248,-0.251,-0.144,-0.174,-0.112,-0.103,-0.389,-0.494,-0.368,-0.354,-0.713,-0.485,-0.284,-0.446,8.5,0.954,2.478E7
40000.0,8.764,10.038,10.312,10.46,10.639,11.041,11.156,11.259,9.608,10.033,10.541,10.916,11.272,10.312,10.142,10.608,-1.274,-0.274,-0.148,-0.179,-0.115,-0.103,-0.425,-0.508,-0.375,-0.356,-0.729,-0.5,-0.296,-0.466,8.5,0.96,9758000.0
45000.0,8.596,9.887,10.176,10.325,10.508,10.915,11.031,11.133,9.44,9.887,10.405,10.784,11.142,10.171,9.996,10.475,-1.291,-0.289,-0.149,-0.183,-0.116,-0.102,-0.447,-0.518,-0.379,-0.358,-0.739,-0.51,-0.304,-0.479,8.5,0.966,4045000.0
50000.0,8.464,9.766,10.065,10.215,10.402,10.811,10.929,11.031,9.308,9.77,10.295,10.677,11.036,10.058,9.879,10.367,-1.302,-0.299,-0.15,-0.187,-0.118,-0.102,-0.462,-0.525,-0.382,-0.359,-0.746,-0.516,-0.309,-0.488,8.5,0.972,2016000.0
55000.0,8.353,9.663,9.971,10.123,10.311,10.723,10.842,10.943,9.197,9.67,10.202,10.586,10.946,9.961,9.78,10.275,-1.31,-0.308,-0.152,-0.188,-0.119,-0.101,-0.473,-0.532,-0.384,-0.36,-0.752,-0.521,-0.314,-0.495,8.5,0.977,1256000.0
60000.0,8.256,9.573,9.888,10.04,10.23,10.644,10.764,10.865,9.1,9.583,10.119,10.505,10.866,9.876,9.692,10.194,-1.317,-0.315,-0.152,-0.19,-0.12,-0.101,-0.483,-0.536,-0.386,-0.361,-0.756,-0.525,-0.318,-0.502,8.5,0.982,913600.0
65000.0,8.169,9.493,9.813,9.966,10.158,10.573,10.694,10.795,9.014,9.504,10.044,10.432,10.794,9.8,9.614,10.121,-1.324,-0.32,-0.153,-0.192,-0.121,-0.101,-0.49,-0.54,-0.388,-0.362,-0.76,-0.529,-0.321,-0.507,8.5,0.987,722200.0
70000.0,8.091,9.419,9.745,9.898,10.091,10.508,10.629,10.73,8.936,9.432,9.976,10.365,10.727,9.73,9.542,10.053,-1.328,-0.326,-0.153,-0.193,-0.121,-0.101,-0.496,-0.544,-0.389,-0.362,-0.763,-0.532,-0.323,-0.511,8.5,0.992,601800.0
75000.0,8.018,9.351,9.68,9.834,10.029,10.447,10.568,10.67,8.863,9.365,9.912,10.302,10.665,9.664,9.475,9.99,-1.333,-0.329,-0.154,-0.195,-0.121,-0.102,-0.502,-0.547,-0.39,-0.363,-0.767,-0.535,-0.326,-0.515,8.5,0.997,512900.0
80000.0,7.951,9.287,9.621,9.775,9.97,10.39,10.512,10.613,8.796,9.303,9.853,10.244,10.607,9.603,9.413,9.932,-1.336,-0.334,-0.154,-0.195,-0.122,-0.101,-0.507,-0.55,-0.391,-0.363,-0.769,-0.537,-0.329,-0.519,8.5,1.002,451000.0
85000.0,7.888,9.228,9.564,9.719,9.916,10.336,10.458,10.56,8.733,9.245,9.797,10.189,10.553,9.546,9.354,9.876,-1.34,-0.336,-0.155,-0.197,-0.122,-0.102,-0.512,-0.552,-0.392,-0.364,-0.772,-0.539,-0.33,-0.522,8.5,1.006,411400.0
90000.0,7.829,9.171,9.511,9.667,9.864,10.285,10.408,10.509,8.674,9.189,9.744,10.137,10.501,9.492,9.299,9.824,-1.342,-0.34,-0.156,-0.197,-0.123,-0.101,-0.515,-0.555,-0.393,-0.364,-0.774,-0.541,-0.332,-0.525,8.5,1.011,385900.0
100000.0,7.72,9.067,9.411,9.568,9.767,10.189,10.313,10.414,8.565,9.087,9.645,10.039,10.404,9.391,9.196,9.726,-1.347,-0.344,-0.157,-0.199,-0.124,-0.101,-0.522,-0.558,-0.394,-0.365,-0.778,-0.544,-0.335,-0.53,8.5,1.019,341200.0
110000.0,7.622,8.973,9.322,9.48,9.68,10.103,10.227,10.329,8.467,8.995,9.556,9.952,10.317,9.3,9.104,9.639,-1.351,-0.349,-0.158,-0.2,-0.124,-0.102,-0.528,-0.561,-0.396,-0.365,-0.781,-0.547,-0.339,-0.535,8.5,1.025,256900.0
120000.0,7.535,8.889,9.242,9.4,9.601,10.026,10.151,10.252,8.38,8.912,9.476,9.873,10.24,9.219,9.022,9.56,-1.354,-0.353,-0.158,-0.201,-0.125,-0.101,-0.532,-0.564,-0.397,-0.367,-0.784,-0.55,-0.341,-0.538,8.5,1.028,138300.0
130000.0,7.457,8.815,9.17,9.329,9.532,9.958,10.083,10.184,8.302,8.838,9.405,9.803,10.17,9.147,8.948,9.49,-1.358,-0.355,-0.159,-0.203,-0.125,-0.101,-0.536,-0.567,-0.398,-0.367,-0.788,-0.553,-0.343,-0.542,8.5,1.028,50450.0
140000.0,7.387,8.748,9.106,9.266,9.469,9.896,10.022,10.123,8.233,8.772,9.341,9.74,10.108,9.082,8.882,9.427,-1.361,-0.358,-0.16,-0.203,-0.126,-0.101,-0.539,-0.569,-0.399,-0.368,-0.79,-0.555,-0.345,-0.545,8.5,1.025,13170.0
1500.0,24.12,22.288,20.314,20.286,21.731,21.527,21.515,22.799,25.064,21.236,20.174,22.085,21.715,20.771,20.765,21.159,1.832,1.974,0.028,-1.445,0.012,-1.284,3.828,1.062,-1.911,0.37,-1.213,-1.353,-0.388,-0.394,9.0,1.194,7.3340001E9
1750.0,23.669,21.975,20.141,19.829,20.807,20.724,20.828,21.829,24.616,21.056,19.752,21.152,20.913,20.365,20.476,20.362,1.694,1.834,0.312,-0.978,-0.104,-1.001,3.56,1.304,-1.4,0.239,-0.583,-0.972,0.003,0.114,9.0,1.194,7.3139999E9
2000.0,23.287,21.573,19.574,19.237,19.978,20.02,20.198,20.975,24.223,20.555,19.189,20.341,20.183,19.769,19.933,19.659,1.714,1.999,0.337,-0.741,-0.178,-0.777,3.668,1.366,-1.152,0.158,-0.446,-0.831,0.11,0.274,9.0,1.194,7.2899999E9
2250.0,22.922,21.299,19.333,18.857,19.264,19.378,19.634,20.24,23.848,20.309,18.86,19.641,19.541,19.378,19.654,19.056,1.623,1.966,0.476,-0.407,-0.256,-0.606,3.539,1.449,-0.781,0.1,-0.045,-0.518,0.322,0.598,9.0,1.194,7.2690002E9
2500.0,22.565,21.035,19.113,18.523,18.642,18.802,19.105,19.574,23.482,20.074,18.586,19.036,18.974,19.017,19.409,18.53,1.53,1.922,0.59,-0.119,-0.303,-0.469,3.408,1.488,-0.45,0.062,0.311,-0.216,0.487,0.879,9.0,1.194,7.2470001E9
2750.0,22.209,20.772,18.905,18.225,18.092,18.277,18.627,18.995,23.115,19.842,18.353,18.51,18.464,18.682,19.187,18.067,1.437,1.867,0.68,0.133,-0.35,-0.368,3.273,1.489,-0.157,0.046,0.628,0.076,0.615,1.12,9.0,1.194,7.224E9
3000.0,21.849,20.506,18.707,17.963,17.619,17.782,18.156,18.445,22.746,19.612,18.15,18.07,18.014,18.377,18.981,17.666,1.343,1.799,0.744,0.344,-0.374,-0.289,3.134,1.462,0.08,0.056,0.925,0.368,0.711,1.315,9.0,1.194,7.1970002E9
3250.0,21.474,20.23,18.508,17.729,17.226,17.314,17.692,17.919,22.362,19.373,17.963,17.712,17.623,18.102,18.779,17.326,1.244,1.722,0.779,0.503,-0.378,-0.227,2.989,1.41,0.251,0.089,1.194,0.649,0.776,1.453,9.0,1.194,7.1650002E9
3500.0,21.075,19.937,18.302,17.52,16.919,16.871,17.223,17.406,21.955,19.122,17.782,17.433,17.301,17.859,18.572,17.049,1.138,1.635,0.782,0.601,-0.352,-0.183,2.833,1.34,0.349,0.132,1.431,0.911,0.81,1.523,9.0,1.194,7.1260001E9
3750.0,20.653,19.625,18.088,17.326,16.683,16.459,16.748,16.887,21.524,18.855,17.599,17.212,17.046,17.642,18.356,16.823,1.028,1.537,0.762,0.643,-0.289,-0.139,2.669,1.256,0.387,0.166,1.629,1.14,0.819,1.533,9.0,1.194,7.0729999E9
4000.0,20.191,19.287,17.859,17.135,16.491,16.098,16.297,16.399,21.054,18.568,17.407,17.023,16.843,17.436,18.124,16.63,0.904,1.428,0.724,0.644,-0.199,-0.102,2.486,1.161,0.384,0.18,1.761,1.309,0.806,1.494,9.0,1.194,6.9980001E9
4250.0,19.69,18.921,17.613,16.937,16.314,15.808,15.88,15.936,20.544,18.257,17.201,16.841,16.666,17.227,17.871,16.449,0.769,1.308,0.676,0.623,-0.072,-0.056,2.287,1.056,0.36,0.175,1.805,1.393,0.778,1.422,9.0,1.194,6.9049999E9
4500.0,19.153,18.531,17.35,16.727,16.138,15.59,15.521,15.549,19.998,17.926,16.98,16.654,16.497,17.006,17.599,16.266,0.622,1.181,0.623,0.589,0.069,-0.028,2.072,0.946,0.326,0.157,1.76,1.39,0.74,1.333,9.0,1.194,6.7810002E9
4750.0,18.604,18.136,17.081,16.511,15.96,15.422,15.232,15.222,19.442,17.589,16.752,16.464,16.331,16.778,17.316,16.082,0.468,1.055,0.57,0.551,0.19,0.01,1.853,0.837,0.288,0.133,1.659,1.33,0.696,1.234,9.0,1.194,6.6489999E9
5000.0,18.061,17.745,16.81,16.291,15.78,15.278,15.021,14.968,18.891,17.253,16.52,16.272,16.165,16.546,17.029,15.895,0.316,0.935,0.519,0.511,0.257,0.053,1.638,0.733,0.248,0.107,1.532,1.242,0.651,1.134,9.0,1.194,6.4940001E9
5250.0,17.55,17.377,16.55,16.077,15.605,15.146,14.867,14.793,18.375,16.934,16.296,16.086,16.004,16.319,16.752,15.714,0.173,0.827,0.473,0.472,0.279,0.074,1.441,0.638,0.21,0.082,1.404,1.15,0.605,1.038,9.0,1.194,6.3100001E9
5500.0,17.075,17.036,16.305,15.876,15.44,15.024,14.749,14.673,17.895,16.636,16.084,15.909,15.852,16.103,16.49,15.542,0.039,0.731,0.429,0.436,0.275,0.076,1.259,0.552,0.175,0.057,1.281,1.06,0.561,0.948,9.0,1.194,6.048E9
6000.0,16.246,16.448,15.876,15.521,15.149,14.811,14.562,14.504,17.061,16.119,15.714,15.597,15.583,15.719,16.026,15.24,-0.202,0.572,0.355,0.372,0.249,0.058,0.942,0.405,0.117,0.014,1.065,0.903,0.479,0.786,9.0,1.195,5.1020001E9
6500.0,15.566,15.976,15.525,15.23,14.909,14.635,14.416,14.378,16.381,15.7,15.412,15.341,15.362,15.401,15.645,14.992,-0.41,0.451,0.295,0.321,0.219,0.038,0.681,0.288,0.071,-0.021,0.89,0.777,0.409,0.653,9.0,1.195,4.4039997E9
7000.0,15.044,15.597,15.233,14.987,14.709,14.489,14.294,14.276,15.862,15.358,15.159,15.127,15.177,15.133,15.328,14.785,-0.553,0.364,0.246,0.278,0.195,0.018,0.504,0.199,0.032,-0.05,0.744,0.67,0.348,0.543,9.0,1.196,4.00300006E9
7500.0,14.64,15.282,14.977,14.771,14.531,14.36,14.191,14.189,15.461,15.067,14.936,14.936,15.013,14.898,15.056,14.6,-0.642,0.305,0.206,0.24,0.169,0.002,0.394,0.131,0.0,-0.077,0.617,0.576,0.298,0.456,9.0,1.196,3.67699994E9
8000.0,14.312,15.008,14.746,14.573,14.366,14.243,14.1,14.11,15.136,14.809,14.731,14.76,14.86,14.684,14.812,14.429,-0.696,0.262,0.173,0.207,0.143,-0.01,0.327,0.078,-0.029,-0.1,0.503,0.488,0.255,0.383,9.0,1.196,3.38599987E9
8500.0,14.036,14.765,14.531,14.389,14.211,14.134,14.016,14.036,14.861,14.577,14.54,14.595,14.717,14.486,14.591,14.269,-0.729,0.234,0.142,0.178,0.118,-0.02,0.284,0.037,-0.055,-0.122,0.397,0.406,0.217,0.322,9.0,1.196,3.11299994E9
9000.0,13.794,14.545,14.331,14.215,14.065,14.033,13.937,13.965,14.621,14.363,14.362,14.44,14.582,14.301,14.387,14.119,-0.751,0.214,0.116,0.15,0.096,-0.028,0.258,0.001,-0.078,-0.142,0.298,0.329,0.182,0.268,9.0,1.196,2.864E9
9500.0,13.579,14.343,14.141,14.051,13.926,13.937,13.862,13.896,14.407,14.165,14.193,14.292,14.455,14.127,14.197,13.977,-0.764,0.202,0.09,0.125,0.075,-0.034,0.242,-0.028,-0.099,-0.163,0.204,0.256,0.15,0.22,9.0,1.197,2.64300006E9
10000.0,13.381,14.155,13.963,13.896,13.796,13.847,13.79,13.829,14.211,13.98,14.034,14.153,14.336,13.964,14.018,13.843,-0.774,0.192,0.067,0.1,0.057,-0.039,0.231,-0.054,-0.119,-0.183,0.116,0.187,0.121,0.175,9.0,1.197,2.444E9
10500.0,13.211,13.994,13.808,13.762,13.684,13.768,13.727,13.77,14.041,13.821,13.897,14.033,14.233,13.822,13.864,13.727,-0.783,0.186,0.046,0.078,0.041,-0.043,0.22,-0.076,-0.136,-0.2,0.04,0.129,0.095,0.137,9.0,1.197,2.26E9
11000.0,13.038,13.83,13.651,13.626,13.571,13.689,13.662,13.709,13.87,13.659,13.758,13.912,14.131,13.679,13.708,13.612,-0.792,0.179,0.025,0.055,0.027,-0.047,0.211,-0.099,-0.154,-0.219,-0.038,0.069,0.067,0.096,9.0,1.197,2.08899994E9
11500.0,12.885,13.688,13.517,13.512,13.476,13.62,13.606,13.655,13.718,13.52,13.64,13.81,14.044,13.556,13.574,13.514,-0.803,0.171,0.005,0.036,0.014,-0.049,0.198,-0.12,-0.17,-0.234,-0.103,0.02,0.042,0.06,9.0,1.197,1.93299994E9
12000.0,12.749,13.566,13.404,13.415,13.397,13.561,13.556,13.608,13.582,13.401,13.54,13.725,13.971,13.452,13.46,13.431,-0.817,0.162,-0.011,0.018,0.005,-0.052,0.181,-0.139,-0.185,-0.246,-0.157,-0.021,0.021,0.029,9.0,1.198,1.79299994E9
12500.0,12.625,13.457,13.307,13.331,13.327,13.51,13.512,13.567,13.459,13.297,13.454,13.651,13.907,13.361,13.359,13.359,-0.832,0.15,-0.024,0.004,-0.002,-0.055,0.162,-0.157,-0.197,-0.256,-0.203,-0.056,0.002,0.0,9.0,1.198,1.66499994E9
13000.0,12.513,13.36,13.221,13.258,13.267,13.464,13.473,13.53,13.348,13.204,13.377,13.587,13.851,13.28,13.27,13.296,-0.847,0.139,-0.037,-0.009,-0.009,-0.057,0.144,-0.173,-0.21,-0.264,-0.243,-0.087,-0.016,-0.026,9.0,1.198,1.546E9
13500.0,12.415,13.275,13.146,13.194,13.215,13.424,13.439,13.498,13.25,13.122,13.312,13.531,13.803,13.209,13.191,13.242,-0.86,0.129,-0.048,-0.021,-0.015,-0.059,0.128,-0.19,-0.219,-0.272,-0.278,-0.112,-0.033,-0.051,9.0,1.198,1.434E9
14000.0,12.335,13.204,13.085,13.142,13.173,13.392,13.411,13.472,13.171,13.054,13.258,13.487,13.765,13.151,13.127,13.198,-0.869,0.119,-0.057,-0.031,-0.019,-0.061,0.117,-0.204,-0.229,-0.278,-0.307,-0.134,-0.047,-0.071,9.0,1.199,1.33E9
14500.0,12.273,13.149,13.038,13.102,13.142,13.367,13.39,13.452,13.109,13.002,13.216,13.453,13.735,13.107,13.077,13.164,-0.876,0.111,-0.064,-0.04,-0.023,-0.062,0.107,-0.214,-0.237,-0.282,-0.329,-0.151,-0.057,-0.087,9.0,1.199,1.232E9
15000.0,12.214,13.097,12.993,13.065,13.112,13.343,13.369,13.432,13.051,12.953,13.178,13.421,13.707,13.065,13.03,13.133,-0.883,0.104,-0.072,-0.047,-0.026,-0.063,0.098,-0.225,-0.243,-0.286,-0.35,-0.165,-0.068,-0.103,9.0,1.199,1.142E9
15500.0,12.151,13.041,12.946,13.025,13.079,13.317,13.347,13.411,12.987,12.899,13.136,13.387,13.677,13.02,12.98,13.099,-0.89,0.095,-0.079,-0.054,-0.03,-0.064,0.088,-0.237,-0.251,-0.29,-0.371,-0.181,-0.079,-0.119,9.0,1.199,1.059E9
